コード,県,ブロック,郡市,区町村,国籍区分,性別,年齢区分,内容,期間,増減数,出生,死亡,転入（県内）,転入（北海道・東北）,転入（北関東）,転入（南関東）,転入（北陸・東山）,転入（東海）,転入（近畿）,転入（中国）,転入（四国）,転入（九州）,転入（国外）,転入（不詳）,転出（県内）,転出（北海道・東北）,転出（北関東）,転出（南関東）,転出（北陸・東山）,転出（東海）,転出（近畿）,転出（中国）,転出（四国）,転出（九州）,転出（国外）,転出（不詳）,その他の増減,
23112,愛知県,名古屋,名古屋市,南区,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,7,4,-2,30,2,-,2,1,2,4,-,-,1,194,-,-137,-,-10,-7,-1,-49,-12,-,-,-3,-12,-,-,
23113,愛知県,名古屋,名古屋市,守山区,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,16,-,-,34,1,1,-,-,5,4,1,-,-,19,-,-11,-,-1,-3,-,-3,-3,-,-,-,-22,-,-6,
23114,愛知県,名古屋,名古屋市,緑区,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-1,3,-2,25,1,-,2,1,6,1,2,-,1,69,-,-45,-5,-,-11,-1,-17,-2,-1,-,-1,-17,-,-10,
23115,愛知県,名古屋,名古屋市,名東区,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-20,1,-,8,-,-,1,-,1,-,-,-,-,30,-,-18,-,-1,-4,-,-,-1,-,-,-5,-26,-,-6,
23116,愛知県,名古屋,名古屋市,天白区,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,9,2,-,30,-,-,-,1,2,1,1,-,2,21,-,-15,-,-2,-5,-1,-4,-2,-,-,-1,-12,-,-9,
23201,愛知県,東三河,豊橋市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,57,5,-3,52,-,4,16,2,33,5,2,3,5,163,-,-57,-4,-3,-11,-6,-58,-8,-2,-4,-6,-72,-,1,
23202,愛知県,西三河,岡崎市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,24,5,-,37,2,2,10,4,16,10,2,-,1,74,-,-47,-,-2,-16,-4,-14,-7,-1,-,-1,-44,-,-3,
23203,愛知県,尾張中西部・海部,一宮市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,18,1,-1,37,2,-,8,1,8,4,-,4,2,102,-,-36,-11,-3,-6,-2,-20,-5,-8,-,-4,-42,-,-13,
23204,愛知県,尾張北東部,瀬戸市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,52,1,-1,32,1,2,1,1,15,-,1,-,-,48,-,-21,-,-2,-9,-1,-1,-3,-1,-,-,-9,-,-2,
23205,愛知県,知多,半田市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-30,2,-2,11,-,-,3,1,3,6,1,-,-,21,-,-20,-,-2,-4,-1,-19,-2,-,-,-,-24,-3,-1,
23206,愛知県,尾張北東部,春日井市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,25,2,-1,69,2,2,2,1,20,4,2,2,1,46,-,-21,-6,-4,-10,-1,-8,-11,-,-1,-1,-48,-,-16,
23207,愛知県,東三河,豊川市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-15,4,-,24,-,2,3,3,8,5,-,-,-,39,-,-21,-1,-4,-4,-2,-11,-4,-2,-,-1,-49,-,-4,
23208,愛知県,尾張中西部・海部,津島市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,7,3,-1,11,-,3,-,1,3,5,3,-,-,11,-,-5,-,-1,-1,-,-2,-2,-,-,-,-17,-,-4,
23209,愛知県,西三河,碧南市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,15,4,-,36,-,-,3,1,5,2,-,-,-,19,-,-19,-,-,-1,-2,-2,-,-3,-,-,-25,-,-3,
23210,愛知県,西三河,刈谷市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-18,2,-,21,-,-,6,-,5,4,2,-,1,22,-,-31,-,-1,-1,-2,-10,-4,-1,-,-1,-22,-1,-7,
23211,愛知県,西三河,豊田市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,151,6,-1,87,2,6,32,9,26,16,7,-,6,210,-,-89,-2,-11,-15,-2,-14,-5,-1,-,-3,-105,-,-8,
23212,愛知県,西三河,安城市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-28,4,-,21,1,3,7,5,7,1,9,-,1,64,-,-85,-1,-3,-8,-4,-3,-3,-,-,-13,-34,-,3,
23213,愛知県,西三河,西尾市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,15,11,-,52,1,3,1,3,11,5,1,1,2,91,-,-58,-,-2,-3,-5,-17,-5,-2,-,-1,-72,-,-2,
23214,愛知県,東三河,蒲郡市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,10,3,-,10,-,-,1,-,5,-,-,-,-,17,-,-6,-,-,-2,-1,-1,-1,-,-,-,-13,-,-2,
23215,愛知県,尾張北東部,犬山市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,9,-,-,25,-,-,-,-,4,1,-,-,-,7,-,-7,-,-,-1,-,-6,-1,-,-1,-,-10,-,-2,
23216,愛知県,知多,常滑市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-,-,-,8,-,-,-,1,-,3,3,-,1,33,-,-18,-1,-,-1,-2,-14,-4,-,-1,-3,-4,-,-1,
23217,愛知県,尾張北東部,江南市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-3,-,-2,10,-,-,2,-,8,-,1,1,-,19,-,-7,-5,-1,-6,-3,-9,-3,-,-,-,-8,-,-,
23219,愛知県,尾張北東部,小牧市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-9,2,-1,37,-,1,1,-,14,4,-,2,-,31,-,-29,-,-1,-4,-3,-10,-6,-1,-,-,-42,-,-4,
23220,愛知県,尾張中西部・海部,稲沢市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,5,-,-,15,1,2,1,2,4,4,1,1,1,27,-,-11,-,-,-4,-,-7,-2,-,-,-1,-24,-,-5,
23221,愛知県,東三河,新城市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-1,-,-,10,-,-,-,-,-,-,-,-,-,9,-,-12,-,-,-2,-,-,-,-,-,-,-7,-,1,
23222,愛知県,知多,東海市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,24,1,-,14,2,-,3,2,2,3,3,-,2,27,-,-4,-,-,-2,-,-4,-,-,-,-,-22,-,-3,
23223,愛知県,知多,大府市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-33,-,-1,12,-,-,2,-,3,3,-,-,-,58,-,-44,-1,-1,-4,-6,-6,-15,-,-,-2,-30,-,-1,
23224,愛知県,知多,知多市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,21,-,-,12,-,-,1,-,3,1,-,-,-,53,-,-13,-,-4,-,-,-10,-2,-,-2,-,-11,-,-7,
23225,愛知県,西三河,知立市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,27,5,-,40,-,1,1,1,7,1,2,-,2,24,-,-25,-,-1,-5,-,-2,-,-,-,-,-17,-,-7,
23226,愛知県,尾張北東部,尾張旭市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,24,1,-,9,-,-,-,1,2,3,2,-,-,19,-,-4,-,-,-2,-,-,-,-1,-,-,-5,-,-1,
23227,愛知県,西三河,高浜市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,1,-,-,24,1,1,1,1,4,8,4,1,2,16,-,-29,-,-,-2,-1,-4,-1,-1,-,-2,-22,-,-,
23228,愛知県,尾張北東部,岩倉市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,16,3,-,18,-,-,2,1,3,4,-,-,1,26,-,-15,-1,-1,-1,-2,-3,-1,-,-,-,-15,-,-3,
23229,愛知県,尾張北東部,豊明市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,9,1,-1,20,-,1,1,-,3,5,-,-,-,19,-,-11,-,-1,-1,-,-3,-,-,-,-,-22,-,-2,
23230,愛知県,尾張北東部,日進市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-2,-,-,19,-,2,-,3,1,2,-,-,1,16,-,-5,-,-,-2,-1,-1,-2,-,-,-,-32,-,-3,
23231,愛知県,東三河,田原市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,18,-,-,16,-,1,3,1,1,-,-,-,-,10,-,-4,-,-2,-1,-,-,-,-,-,-,-3,-2,-2,
23232,愛知県,尾張中西部・海部,愛西市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,16,-,-,13,1,1,1,1,7,-,1,-,2,14,-,-7,-,-2,-,-1,-3,-,-,-,-,-12,-,-,
23233,愛知県,尾張中西部・海部,清須市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,29,2,-,17,-,1,-,-,8,-,7,-,1,30,-,-15,-,-,-3,-,-3,-2,-,-1,-,-9,-,-4,
23234,愛知県,尾張中西部・海部,北名古屋市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-26,-,-,16,1,3,1,1,-,-,-,-,-,4,-,-23,-,-1,-,-,-7,-1,-,-,-,-17,-,-3,
23235,愛知県,尾張中西部・海部,弥富市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,3,2,-,17,1,3,1,1,5,2,-,-,-,24,-,-8,-,-,-5,-,-9,-1,-1,-,-1,-27,-,-1,
23236,愛知県,西三河,みよし市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,22,1,-,26,2,1,2,-,3,1,-,-,-,12,-,-9,-,-,-1,-,-1,-,-,-1,-,-11,-,-3,
23237,愛知県,尾張中西部・海部,あま市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,16,1,-,17,-,-,1,-,5,-,2,-,-,25,-,-13,-,-,-5,-1,-8,-,-,-,-,-6,-,-2,
23238,愛知県,尾張北東部,長久手市,―,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,4,-,-,13,-,-,-,-,2,-,-,-,1,4,-,-2,-,-,-1,-,-4,-,-,-,-,-6,-,-3,
23302,愛知県,尾張北東部,愛知郡,東郷町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,14,-,-,17,2,-,2,2,5,9,-,-,1,13,-,-7,-2,-1,-4,-,-1,-,-,-,-1,-15,-,-6,
23342,愛知県,尾張中西部・海部,西春日井郡,豊山町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,6,-,-,3,-,-,1,-,-,-,-,-,-,10,-,-3,-,-,-,-,-3,-,-,-,-,-1,-,-1,
23361,愛知県,尾張北東部,丹羽郡,大口町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,10,-,-,9,-,-,-,1,1,-,-,-,-,8,-,-2,-,-,-2,-,-,-,-,-,-,-3,-,-2,
23362,愛知県,尾張北東部,丹羽郡,扶桑町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-5,-,-,1,-,-,-,-,1,-,-,1,-,8,-,-4,-,-1,-1,-,-3,-,-,-,-,-7,-,-,
23424,愛知県,尾張中西部・海部,海部郡,大治町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-,-,-,4,-,-,-,-,3,2,-,-,-,2,-,-1,-1,-,-2,-,-2,-,-,-,-,-3,-,-2,
23425,愛知県,尾張中西部・海部,海部郡,蟹江町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,11,1,-,7,1,-,-,1,5,2,2,-,-,15,-,-12,-,-,-,-,-2,-2,-,-,-,-7,-,-,
23427,愛知県,尾張中西部・海部,海部郡,飛島村,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-4,-,-,-,-,-,-,-,-,2,-,-,-,5,-,-1,-,-,-2,-,-,-,-,-,-,-8,-,-,
23441,愛知県,知多,知多郡,阿久比町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,4,-,-,-,-,-,-,-,1,-,-,-,-,6,-,-1,-,-,-,-,-,-,-,-,-,-4,-,2,
23442,愛知県,知多,知多郡,東浦町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,8,2,-1,9,-,-,1,-,-,1,-,-,-,9,-,-6,-,-,-,-,-,-1,-,-,-,-5,-,-1,
23445,愛知県,知多,知多郡,南知多町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-73,-,-,5,-,-,-,-,2,-,-,-,-,49,-,-20,-8,-3,-4,-2,-13,-68,-,-,-2,-10,-,1,
23446,愛知県,知多,知多郡,美浜町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-13,-,-,3,-,-,-,-,-,-,-,-,-,36,-,-19,-3,-,-5,-3,-17,-,-2,-,-3,-,-,-,
23447,愛知県,知多,知多郡,武豊町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-6,-,-,5,-,-,-,-,-,5,-,-,-,6,-,-5,-1,-,-1,-1,-1,-,-,-,-,-12,-,-1,
23501,愛知県,西三河,額田郡,幸田町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-4,-,-,5,1,-,-,-,-,1,-,-,-,5,-,-7,-,-,-1,-,-3,-2,-,-,-,-1,-,-2,
23561,愛知県,東三河,北設楽郡,設楽町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-2,-,-,-,-,-,-,-,-,-1,-,-,
23562,愛知県,東三河,北設楽郡,東栄町,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23563,愛知県,東三河,北設楽郡,豊根村,c)外国人,b)男,a)総数,人口増減数（人）,20240101-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23000,愛知県,―,―,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,242,97,-38,970,24,29,107,64,244,88,29,20,43,1465,2,-988,-17,-38,-163,-44,-333,-99,-29,-6,-41,-982,-2,-160,
23100,愛知県,名古屋,名古屋市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,54,26,-19,329,9,2,41,11,48,11,7,-,13,505,-,-400,-3,-10,-55,-12,-120,-31,-5,-2,-15,-210,-,-66,
23101,愛知県,名古屋,名古屋市,千種区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,3,1,-,25,1,-,4,2,8,1,-,-,-,17,-,-19,-,-,-6,-,-1,-1,-,-,-,-22,-,-7,
23102,愛知県,名古屋,名古屋市,東区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,22,-,-,13,-,-,5,-,3,-,-,-,1,27,-,-9,-,-,-,-,-1,-4,-,-,-,-9,-,-4,
23103,愛知県,名古屋,名古屋市,北区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-17,4,-1,13,-,-,2,-,7,-,1,-,2,18,-,-18,-,-,-2,-,-18,-4,-,-,-4,-12,-,-5,
23104,愛知県,名古屋,名古屋市,西区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,19,-,-2,21,-,-,14,-,3,1,-,-,1,13,-,-15,-1,-1,-2,-1,-2,-2,-,-,-,-7,-,-1,
23105,愛知県,名古屋,名古屋市,中村区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,4,1,-2,27,-,-,3,-,3,2,-,-,2,54,-,-31,-1,-,-4,-,-13,-4,-,-,-,-20,-,-13,
23106,愛知県,名古屋,名古屋市,中区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,43,3,-2,40,2,1,2,-,3,1,-,-,3,83,-,-50,-,-2,-7,-3,-5,-6,-,-1,-2,-13,-,-4,
23107,愛知県,名古屋,名古屋市,昭和区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,15,-,-,14,-,1,1,2,1,-,-,-,-,55,-,-22,-,-1,-2,-1,-9,-1,-,-,-,-17,-,-6,
23108,愛知県,名古屋,名古屋市,瑞穂区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,5,1,-1,10,-,-,2,2,-,-,-,-,-,5,-,-9,-,-,-1,-,-1,-1,-,-,-,-1,-,-1,
23109,愛知県,名古屋,名古屋市,熱田区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,20,1,-1,9,-,-,1,1,2,-,-,-,-,20,-,-6,-,-,-2,-1,-,-1,-,-,-,-4,-,1,
23110,愛知県,名古屋,名古屋市,中川区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,13,3,-1,42,-,-,2,-,4,1,-,-,1,31,-,-49,-,-,-,-3,-4,-1,-,-,-1,-8,-,-4,
23111,愛知県,名古屋,名古屋市,港区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-2,1,-2,21,2,-,2,2,3,-,1,-,3,23,-,-29,-1,-,-5,-,-1,-,-1,-,-,-18,-,-3,
23112,愛知県,名古屋,名古屋市,南区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-14,6,-,26,-,-,-,-,1,1,-,-,-,98,-,-67,-,-4,-2,-,-43,-1,-,-,-7,-16,-,-6,
23113,愛知県,名古屋,名古屋市,守山区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-15,2,-4,4,1,-,-,-,6,-,1,-,-,11,-,-8,-,-,-2,-,-2,-,-,-,-,-19,-,-5,
23114,愛知県,名古屋,名古屋市,緑区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-22,2,-1,33,-,-,-,-,2,1,1,-,-,25,-,-30,-,-,-14,-3,-16,-1,-4,-,-,-15,-,-2,
23115,愛知県,名古屋,名古屋市,名東区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-14,1,-2,11,1,-,1,1,1,2,1,-,-,11,-,-15,-,-1,-4,-,-1,-2,-,-,-1,-12,-,-6,
23116,愛知県,名古屋,名古屋市,天白区,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-6,-,-,20,2,-,2,1,1,1,2,-,-,14,-,-23,-,-1,-2,-,-3,-2,-,-1,-,-17,-,-,
23201,愛知県,東三河,豊橋市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,50,14,-1,26,1,2,11,1,22,1,2,6,2,102,-,-32,-,-3,-1,-1,-41,-3,-,-,-2,-47,-,-9,
23202,愛知県,西三河,岡崎市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,41,5,-2,45,-,2,6,3,16,4,5,1,-,91,-,-42,-2,-3,-18,-1,-29,-14,-,-,-,-22,-,-4,
23203,愛知県,尾張中西部・海部,一宮市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-8,-,-2,17,-,1,3,4,6,3,-,2,1,65,-,-26,-,-1,-8,-1,-12,-5,-1,-,-8,-34,-,-12,
23204,愛知県,尾張北東部,瀬戸市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,4,3,-2,10,-,-,-,-,5,-,-,-,-,17,-,-9,-,-1,-1,-,-2,-1,-1,-,-,-15,-,1,
23205,愛知県,知多,半田市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-15,1,-1,10,1,-,1,1,2,2,-,1,1,17,-,-16,-,-,-2,-,-17,-2,-,-,-,-15,-,1,
23206,愛知県,尾張北東部,春日井市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,29,3,-1,21,-,1,4,3,11,9,3,2,3,40,1,-14,-,-,-7,-,-12,-4,-,-,-1,-25,-,-8,
23207,愛知県,東三河,豊川市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-26,1,-2,21,-,5,1,5,3,-,2,-,-,32,-,-24,-1,-,-2,-2,-6,-1,-1,-,-3,-44,-,-10,
23208,愛知県,尾張中西部・海部,津島市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,23,-,-,10,1,1,1,3,6,2,-,-,3,30,-,-8,-1,-1,-4,-,-1,-,-,-,-,-18,-,-1,
23209,愛知県,西三河,碧南市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,26,4,-,29,-,-,-,1,6,8,-,-,-,18,-,-14,-,-,-,-2,-5,-,-,-,-,-18,-,-1,
23210,愛知県,西三河,刈谷市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-16,4,-,11,-,1,2,-,-,-,1,-,-,12,-,-14,-,-1,-4,-,-4,-2,-,-,-,-17,-1,-4,
23211,愛知県,西三河,豊田市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,59,1,-3,47,3,1,3,2,15,10,1,1,1,89,-,-39,-,-2,-5,-3,-4,-1,-,-,-,-55,-,-3,
23212,愛知県,西三河,安城市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,10,4,-,16,-,-,7,2,3,1,-,-,2,59,-,-27,-,-1,-2,-5,-2,-2,-1,-,-1,-42,-,-1,
23213,愛知県,西三河,西尾市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,1,11,-,35,-,4,2,2,6,3,-,-,-,22,-,-27,-,-1,-3,-2,-6,-1,-1,-,-1,-40,-,-2,
23214,愛知県,東三河,蒲郡市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-3,2,-1,4,-,1,-,1,5,-,-,-,-,8,-,-5,-,-,-3,-1,-2,-1,-,-,-,-9,-,-2,
23215,愛知県,尾張北東部,犬山市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-6,1,-,9,-,1,-,-,3,1,-,-,1,7,-,-10,-,-,-,-,-6,-1,-1,-,-,-10,-,-1,
23216,愛知県,知多,常滑市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,37,-,-,7,-,1,-,1,-,2,-,-,1,49,-,-9,-,-1,-2,-,-3,-,-,-,-,-6,-,-3,
23217,愛知県,尾張北東部,江南市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,1,-,-1,13,-,-,-,-,4,1,1,-,2,10,-,-4,-2,-,-1,-,-4,-,-,-,-5,-12,-,-1,
23219,愛知県,尾張北東部,小牧市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,4,3,-2,29,-,1,3,-,31,2,1,1,-,25,-,-28,-1,-6,-4,-2,-4,-5,-,-1,-,-38,-,-1,
23220,愛知県,尾張中西部・海部,稲沢市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,17,1,-,20,1,-,-,-,1,2,-,1,1,15,-,-6,-,-1,-1,-1,-1,-,-,-,-,-13,-,-2,
23221,愛知県,東三河,新城市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,11,-,-,10,-,-,1,-,1,5,-,-,1,6,-,-5,-,-,-1,-,-4,-,-,-,-,-1,-,-2,
23222,愛知県,知多,東海市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-2,-,-,20,1,-,1,-,1,-,-,-,1,8,-,-9,-,-,-1,-,-,-,-,-,-,-25,-,1,
23223,愛知県,知多,大府市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-10,-,-,12,-,-,1,3,-,-,2,-,-,19,-,-15,-,-1,-1,-2,-2,-,-,-,-1,-21,-,-4,
23224,愛知県,知多,知多市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-17,-,-,8,-,-,-,-,2,2,-,-,-,10,-,-12,-,-,-4,-1,-9,-1,-,-,-1,-8,-,-3,
23225,愛知県,西三河,知立市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,14,1,-,33,2,1,-,1,2,-,-,-,1,11,-,-12,-,-,-1,-1,-1,-,-,-,-,-19,-,-4,
23226,愛知県,尾張北東部,尾張旭市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-20,-,-,4,-,-,1,-,4,-,-,-,-,11,-,-4,-,-2,-2,-,-3,-1,-12,-,-,-16,-,-,
23227,愛知県,西三河,高浜市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-23,1,-,15,-,-,-,1,-,-,-,1,-,6,-,-18,-,-,-1,-1,-4,-,-2,-,-,-21,-,-,
23228,愛知県,尾張北東部,岩倉市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-7,1,-,10,-,-,1,-,-,-,-,-,-,8,-,-7,-,-,-1,-,-1,-,-,-,-,-16,-,-2,
23229,愛知県,尾張北東部,豊明市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,8,2,-,15,-,-,-,-,2,1,-,-,1,18,-,-9,-,-,-,-,-3,-,-,-,-,-16,-,-3,
23230,愛知県,尾張北東部,日進市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-20,1,-,8,-,-,-,-,1,-,-,-,3,5,-,-11,-1,-,-1,-,-,-,-,-,-,-22,-,-3,
23231,愛知県,東三河,田原市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,3,1,-,9,1,-,1,-,2,1,-,1,1,12,-,-7,-,-2,-2,-,-2,-1,-,-,-,-12,-1,1,
23232,愛知県,尾張中西部・海部,愛西市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,5,-,-,6,2,-,-,-,9,2,1,-,-,7,-,-11,-,-,-1,-,-,-,-,-,-,-10,-,-,
23233,愛知県,尾張中西部・海部,清須市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-5,1,-,8,-,-,-,3,1,3,-,-,-,3,-,-14,-,-,-,-1,-1,-,-,-2,-2,-4,-,-,
23234,愛知県,尾張中西部・海部,北名古屋市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,4,-,-,8,-,2,-,6,2,-,-,-,-,9,1,-10,-,-,-2,-1,-,-,-,-,-,-10,-,-1,
23235,愛知県,尾張中西部・海部,弥富市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,6,-,-,9,-,-,6,1,2,-,1,1,-,5,-,-10,-,-,-3,-,-1,-,-,-,-,-4,-,-1,
23236,愛知県,西三河,みよし市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-1,2,-,9,-,-,3,1,1,-,-,-,-,9,-,-8,-,-,-1,-,-1,-1,-,-,-,-11,-,-4,
23237,愛知県,尾張中西部・海部,あま市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,25,1,-1,26,-,1,-,-,2,6,-,-,1,18,-,-9,-,-1,-4,-1,-3,-2,-,-,-,-7,-,-2,
23238,愛知県,尾張北東部,長久手市,―,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,4,-,-,7,-,-,1,-,5,-,-,-,-,4,-,-1,-,-,-4,-,-,-,-,-,-,-6,-,-2,
23302,愛知県,尾張北東部,愛知郡,東郷町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-12,-,-,3,1,-,2,-,-,2,-,-,-,4,-,-6,-1,-,-2,-,-,-1,-,-,-1,-10,-,-3,
23342,愛知県,尾張中西部・海部,西春日井郡,豊山町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,2,-,-,4,-,-,-,-,-,-,-,-,-,1,-,-1,-,-,-,-,-,-,-,-,-,-1,-,-1,
23361,愛知県,尾張北東部,丹羽郡,大口町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,9,-,-,3,1,-,-,4,2,1,-,1,-,-,-,-1,-,-,-,-,-,-,-,-,-,-1,-,-1,
23362,愛知県,尾張北東部,丹羽郡,扶桑町,c)外国人,c)女,a)総数,人口増減数（人）,20240101-31,-2,-,-,1,-,-,-,1,5,-,-,-,-,2,-,-3,-,-,-,-,-2,-1,-,-1,-,-5,-,1,
